Grade,IBM ASP,IBM Date,Premium %,MOIL Base,MOIL Change %,Distance (km),Mode,Est Low Price,Est High Price,Date Calculated
46% and above Mn,32965,March 2025,1.0,,0,300.0,road,35694.65,36294.65,2025-05-01
